                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     65,                 1.0349,                0.65185,                 1.1969,                0.88942,                0.86415,                0.91638,                0.63826,                 1.1503,                0.64299,                 1.2946,             0.00096286,             0.00096286,             0.00096286
                     66,                 1.0308,                0.64896,                 1.1847,                0.92999,                0.84035,                0.92347,                0.63974,                 1.1657,                0.62446,                 1.3005,             0.00095186,             0.00095186,             0.00095186
                     67,                 1.0367,                0.64899,                 1.1849,                0.90769,                 0.8575,                0.92352,                0.63913,                 1.1811,                0.64017,                 1.3126,             0.00094085,             0.00094085,             0.00094085
                     68,                 1.0193,                0.64283,                 1.1817,                 0.8776,                0.85497,                0.90784,                0.64127,                 1.1623,                0.62871,                 1.3026,             0.00092985,             0.00092985,             0.00092985
                     69,                 1.0234,                0.64292,                 1.1768,                0.88332,                0.87076,                0.92259,                0.64059,                  1.153,                0.60306,                 1.2961,             0.00091885,             0.00091885,             0.00091885
                     70,                 1.0117,                 0.6351,                 1.1755,                0.92716,                0.85528,                0.92265,                0.64924,                 1.1489,                0.61608,                 1.2864,             0.00090785,             0.00090785,             0.00090785
                     71,                 1.0093,                0.62884,                 1.1797,                 0.9021,                0.84931,                0.91472,                0.63661,                 1.1638,                0.61785,                 1.3111,             0.00089685,             0.00089685,             0.00089685
                     72,                 1.0167,                0.64441,                 1.1841,                0.90795,                0.83465,                0.92247,                0.64305,                  1.161,                0.60558,                 1.3073,             0.00088584,             0.00088584,             0.00088584
                     73,                 1.0084,                0.62473,                 1.1694,                0.90125,                0.85384,                0.91627,                0.63513,                 1.1667,                0.60025,                 1.3096,             0.00087484,             0.00087484,             0.00087484
                     74,                0.99971,                0.62458,                 1.1729,                0.90991,                0.85854,                0.91582,                 0.6367,                 1.1809,                0.62581,                 1.3174,             0.00086384,             0.00086384,             0.00086384
                     75,                 1.0051,                0.62444,                 1.1764,                0.89397,                0.86107,                0.92878,                0.63846,                 1.1655,                0.60436,                 1.3019,             0.00085284,             0.00085284,             0.00085284
                     76,                 1.0019,                0.62458,                 1.1735,                0.89882,                0.86929,                0.92501,                0.63375,                 1.1609,                0.60895,                  1.303,             0.00084184,             0.00084184,             0.00084184
                     77,                0.99866,                0.62176,                 1.1708,                 0.9239,                0.86232,                0.93273,                0.64579,                 1.1647,                 0.5985,                 1.3111,             0.00083083,             0.00083083,             0.00083083
                     78,                 1.0006,                0.61159,                 1.1678,                0.91863,                0.85228,                0.92854,                0.64962,                 1.1635,                0.61605,                 1.2964,             0.00081983,             0.00081983,             0.00081983
                     79,                0.98997,                0.60932,                 1.1651,                0.89417,                0.87028,                0.92503,                0.64722,                 1.1633,                0.60223,                 1.3075,             0.00080883,             0.00080883,             0.00080883
                     80,                0.99334,                0.60931,                 1.1636,                0.90692,                 0.8714,                 0.9242,                0.64762,                 1.1566,                 0.6056,                 1.2973,             0.00079783,             0.00079783,             0.00079783
                     81,                 0.9884,                 0.6175,                 1.1671,                0.89559,                0.85264,                0.90899,                0.62536,                  1.173,                0.60196,                 1.3173,             0.00078682,             0.00078682,             0.00078682
                     82,                0.98964,                 0.6113,                 1.1613,                 0.9094,                0.87893,                0.92689,                0.65149,                 1.1578,                0.59436,                 1.2954,             0.00077582,             0.00077582,             0.00077582
                     83,                0.97609,                0.60056,                 1.1571,                0.90947,                0.86674,                0.91952,                0.64003,                 1.1556,                0.60594,                  1.309,             0.00076482,             0.00076482,             0.00076482
                     84,                0.97718,                0.59916,                 1.1565,                0.90823,                0.87977,                0.92834,                0.64543,                 1.1668,                0.59304,                 1.2986,             0.00075382,             0.00075382,             0.00075382
                     85,                0.97689,                0.60331,                 1.1565,                0.91474,                0.85695,                0.92373,                0.64368,                 1.1592,                0.59656,                 1.2941,             0.00074282,             0.00074282,             0.00074282
                     86,                0.97727,                0.59734,                 1.1536,                0.91671,                0.84258,                0.91644,                0.63593,                 1.1732,                0.61416,                 1.3049,             0.00073181,             0.00073181,             0.00073181
                     87,                 0.9722,                0.60053,                 1.1527,                0.93256,                0.85875,                0.92677,                0.64251,                 1.1763,                0.59776,                 1.3146,             0.00072081,             0.00072081,             0.00072081
                     88,                0.96213,                0.58944,                 1.1513,                 0.8871,                0.88013,                0.92253,                0.64744,                 1.1546,                0.59931,                 1.2975,             0.00070981,             0.00070981,             0.00070981
                     89,                0.96402,                0.58696,                 1.1427,                0.89422,                0.87241,                0.92685,                0.65561,                 1.1794,                0.59542,                 1.3079,             0.00069881,             0.00069881,             0.00069881
                     90,                0.97714,                0.59273,                 1.1536,                0.90124,                0.83658,                0.91112,                0.62878,                 1.1514,                0.59669,                  1.303,              0.0006878,              0.0006878,              0.0006878
                     91,                0.95535,                 0.5775,                 1.1381,                0.91492,                0.84863,                0.91583,                0.64262,                  1.144,                0.59359,                 1.2918,              0.0006768,              0.0006768,              0.0006768
                     92,                0.95287,                0.58056,                 1.1382,                0.92073,                0.86517,                  0.928,                  0.652,                 1.1461,                 0.5888,                  1.296,              0.0006658,              0.0006658,              0.0006658
                     93,                0.95273,                0.58318,                 1.1421,                0.89199,                0.87318,                0.91713,                0.64026,                 1.1631,                0.59866,                 1.3085,              0.0006548,              0.0006548,              0.0006548
                     94,                0.95331,                0.58332,                 1.1407,                0.91432,                0.88119,                0.92434,                0.65053,                 1.1489,                0.58477,                 1.2899,              0.0006438,              0.0006438,              0.0006438
                     95,                0.93908,                0.57277,                 1.1352,                0.89504,                0.85625,                0.92092,                0.64219,                  1.154,                0.59176,                 1.3046,             0.00063279,             0.00063279,             0.00063279
                     96,                0.94414,                0.58159,                 1.1417,                0.92406,                0.85581,                0.92021,                0.64815,                 1.1608,                0.59254,                 1.3086,             0.00062179,             0.00062179,             0.00062179
                     97,                0.93638,                0.56594,                  1.135,                0.92088,                0.86148,                0.92215,                0.64454,                  1.152,                0.57554,                 1.3072,             0.00061079,             0.00061079,             0.00061079
                     98,                0.92218,                0.56095,                 1.1264,                0.92993,                0.85387,                0.92773,                0.64262,                 1.1625,                0.58427,                 1.3174,             0.00059979,             0.00059979,             0.00059979
                     99,                0.94094,                0.56976,                 1.1321,                0.90849,                 0.8743,                0.92346,                0.65095,                 1.1516,                0.57696,                 1.3029,             0.00058878,             0.00058878,             0.00058878
                    100,                0.93413,                0.56208,                 1.1308,                0.90862,                0.87568,                0.92535,                0.64256,                 1.1588,                0.59079,                 1.2962,             0.00057778,             0.00057778,             0.00057778
                    101,                0.94572,                0.56693,                 1.1274,                0.92648,                0.87858,                0.93072,                0.65374,                 1.1596,                0.57685,                 1.3034,             0.00056678,             0.00056678,             0.00056678
                    102,                0.92292,                 0.5637,                 1.1263,                0.92126,                0.87829,                0.93033,                0.65114,                 1.1519,                0.56998,                 1.2998,             0.00055578,             0.00055578,             0.00055578
                    103,                0.92921,                0.56578,                 1.1234,                0.91979,                0.86338,                0.92967,                0.64291,                 1.1469,                0.56781,                  1.294,             0.00054478,             0.00054478,             0.00054478
                    104,                0.91356,                0.56554,                 1.1255,                0.93028,                0.86449,                0.93204,                0.64486,                 1.1621,                 0.5844,                 1.3036,             0.00053377,             0.00053377,             0.00053377
                    105,                0.91462,                0.55419,                 1.1196,                0.92434,                0.87404,                 0.9267,                0.64664,                 1.1592,                0.57784,                 1.3001,             0.00052277,             0.00052277,             0.00052277
                    106,                0.91693,                0.55426,                 1.1188,                0.92331,                0.87668,                  0.929,                0.65658,                 1.1587,                0.57677,                 1.3027,             0.00051177,             0.00051177,             0.00051177
                    107,                0.91203,                0.55496,                 1.1207,                0.90582,                0.85968,                0.92353,                0.64751,                  1.164,                  0.574,                 1.3072,             0.00050077,             0.00050077,             0.00050077
                    108,                0.91271,                 0.5544,                 1.1175,                0.91791,                0.86967,                0.92588,                0.64957,                 1.1636,                0.57706,                 1.3096,             0.00048976,             0.00048976,             0.00048976
                    109,                0.91016,                0.54645,                 1.1171,                0.88522,                0.88392,                0.92549,                0.64714,                 1.1649,                0.57189,                 1.3127,             0.00047876,             0.00047876,             0.00047876
                    110,                0.90938,                0.54543,                 1.1157,                0.89353,                0.87304,                0.92455,                0.64545,                 1.1708,                0.57089,                 1.3201,             0.00046776,             0.00046776,             0.00046776
                    111,                0.90593,                0.54492,                 1.1108,                0.90562,                0.86118,                0.91891,                0.63923,                 1.1578,                0.57561,                 1.3104,             0.00045676,             0.00045676,             0.00045676
                    112,                0.89464,                0.53948,                 1.1089,                0.89639,                0.87136,                0.91854,                0.63987,                 1.1599,                0.57743,                 1.3141,             0.00044576,             0.00044576,             0.00044576
                    113,                0.90053,                0.53847,                 1.1132,                0.91071,                0.86001,                0.92241,                0.64256,                  1.158,                0.56936,                 1.3069,             0.00043475,             0.00043475,             0.00043475
                    114,                0.89259,                0.53844,                 1.1038,                0.91364,                0.86427,                0.92216,                0.64521,                 1.1589,                0.58137,                 1.3069,             0.00042375,             0.00042375,             0.00042375
                    115,                0.88693,                 0.5305,                 1.1067,                0.90567,                  0.879,                0.92439,                0.64508,                 1.1603,                 0.5696,                   1.31,             0.00041275,             0.00041275,             0.00041275
                    116,                 0.9002,                0.54194,                 1.1067,                0.91912,                0.84993,                 0.9231,                 0.6471,                 1.1557,                0.57117,                 1.3089,             0.00040175,             0.00040175,             0.00040175
                    117,                0.88165,                0.52999,                 1.1033,                0.94315,                0.85315,                0.92294,                0.64336,                 1.1562,                0.56385,                 1.3052,             0.00039074,             0.00039074,             0.00039074
                    118,                0.88808,                0.53564,                 1.1101,                0.91541,                0.86585,                0.91951,                0.64424,                 1.1482,                0.57007,                  1.302,             0.00037974,             0.00037974,             0.00037974
                    119,                0.89167,                0.52882,                 1.1021,                0.91968,                0.84609,                 0.9153,                0.63476,                   1.15,                0.57493,                 1.3035,             0.00036874,             0.00036874,             0.00036874
                    120,                0.88457,                 0.5345,                 1.1021,                0.91161,                0.87442,                0.92081,                0.64349,                 1.1499,                0.56256,                    1.3,             0.00035774,             0.00035774,             0.00035774
                    121,                  0.875,                0.53648,                 1.1044,                0.91114,                0.87683,                0.92249,                0.64145,                 1.1609,                0.56942,                  1.315,             0.00034674,             0.00034674,             0.00034674
                    122,                0.86736,                0.51926,                 1.0961,                0.92016,                0.87157,                0.92209,                0.64539,                 1.1562,                0.56729,                 1.3148,             0.00033573,             0.00033573,             0.00033573
                    123,                0.88705,                0.53305,                 1.1061,                0.91533,                0.86183,                0.92368,                0.63814,                  1.162,                0.56684,                 1.3163,             0.00032473,             0.00032473,             0.00032473
                    124,                0.87254,                0.52653,                 1.0994,                 0.9144,                0.87493,                0.92499,                0.64399,                 1.1597,                0.57102,                 1.3117,             0.00031373,             0.00031373,             0.00031373
                    125,                0.86606,                0.51714,                 1.0963,                0.89679,                0.88734,                0.92359,                0.64287,                 1.1645,                0.56761,                 1.3097,             0.00030273,             0.00030273,             0.00030273
                    126,                0.86577,                0.52735,                 1.0965,                0.91864,                0.86666,                0.92525,                0.64452,                 1.1544,                0.56704,                  1.316,             0.00029172,             0.00029172,             0.00029172
                    127,                0.85426,                0.51492,                 1.0896,                0.91929,                0.86938,                0.92475,                0.64663,                 1.1601,                 0.5665,                 1.3195,             0.00028072,             0.00028072,             0.00028072
                    128,                0.84606,                0.51189,                 1.0903,                0.92081,                0.85686,                0.92489,                0.64566,                 1.1603,                0.57077,                 1.3198,             0.00026972,             0.00026972,             0.00026972
                    129,                0.85435,                0.50897,                 1.0858,                0.91046,                0.87073,                0.92644,                0.64648,                 1.1661,                0.57443,                 1.3231,             0.00025872,             0.00025872,             0.00025872
                    130,                 0.8513,                0.50943,                 1.0882,                0.92376,                0.87214,                 0.9286,                0.64861,                 1.1674,                0.57509,                 1.3257,             0.00024772,             0.00024772,             0.00024772
                    131,                0.83905,                0.50662,                  1.086,                 0.9185,                0.86069,                0.92269,                0.64702,                 1.1689,                0.57678,                 1.3288,             0.00023671,             0.00023671,             0.00023671
                    132,                0.85349,                0.51422,                 1.0826,                0.91942,                0.86401,                0.92348,                0.64588,                  1.163,                0.57217,                 1.3245,             0.00022571,             0.00022571,             0.00022571
                    133,                0.84871,                0.50762,                 1.0828,                0.93168,                0.85475,                0.92594,                 0.6508,                  1.154,                0.56567,                 1.3234,             0.00021471,             0.00021471,             0.00021471
                    134,                0.84727,                0.50692,                 1.0855,                0.90053,                0.87854,                0.92426,                0.65272,                 1.1577,                0.57055,                 1.3252,             0.00020371,             0.00020371,             0.00020371
                    135,                0.83923,                0.50032,                 1.0831,                0.92113,                0.85497,                0.92467,                0.65091,                 1.1552,                0.57933,                  1.318,             0.00019271,             0.00019271,             0.00019271
                    136,                0.84613,                0.50303,                 1.0827,                0.90406,                0.87178,                0.92421,                 0.6556,                 1.1598,                0.57611,                 1.3196,              0.0001817,              0.0001817,              0.0001817
                    137,                 0.8382,                0.50032,                 1.0747,                0.91097,                0.86478,                0.92654,                0.65132,                 1.1567,                 0.5681,                 1.3191,              0.0001707,              0.0001707,              0.0001707
                    138,                0.83684,                0.50331,                 1.0756,                0.88799,                0.88819,                0.92732,                0.64659,                 1.1546,                0.56552,                 1.3156,              0.0001597,              0.0001597,              0.0001597
                    139,                0.84277,                0.49819,                 1.0783,                0.92632,                0.85118,                0.92639,                0.65017,                 1.1486,                0.56435,                 1.3158,              0.0001487,              0.0001487,              0.0001487
                    140,                 0.8376,                 0.4978,                 1.0762,                0.92963,                 0.8566,                0.92379,                0.64812,                 1.1538,                0.57105,                 1.3232,             0.00013769,             0.00013769,             0.00013769
                    141,                 0.8149,                0.43305,                 1.0478,                0.90392,                0.87472,                0.92185,                0.64661,                 1.1561,                0.57144,                 1.3278,             0.00012669,             0.00012669,             0.00012669
                    142,                0.78978,                0.40306,                 1.0318,                0.91581,                0.85318,                0.92136,                0.64556,                 1.1546,                0.57383,                 1.3246,             0.00011569,             0.00011569,             0.00011569
                    143,                0.77603,                0.39582,                  1.026,                0.90637,                0.86548,                0.92336,                0.64758,                  1.158,                0.57699,                 1.3226,             0.00010469,             0.00010469,             0.00010469
                    144,                0.77239,                 0.3894,                   1.02,                0.92037,                0.85491,                0.92351,                0.65108,                  1.153,                0.57315,                 1.3189,             9.3685e-05,             9.3685e-05,             9.3685e-05
                    145,                0.76592,                0.38544,                 1.0171,                0.90975,                 0.8659,                0.92366,                0.65233,                 1.1522,                0.57113,                 1.3167,             8.2683e-05,             8.2683e-05,             8.2683e-05
                    146,                0.76547,                0.38429,                 1.0138,                0.91426,                0.86421,                0.92307,                0.65414,                 1.1507,                0.57124,                 1.3174,             7.1681e-05,             7.1681e-05,             7.1681e-05
                    147,                0.76005,                0.37787,                 1.0172,                0.92759,                0.86127,                0.92506,                0.65191,                 1.1536,                 0.5694,                 1.3187,             6.0679e-05,             6.0679e-05,             6.0679e-05
                    148,                0.76123,                0.38486,                  1.016,                0.92572,                0.86127,                0.92359,                0.65465,                 1.1528,                0.57281,                 1.3215,             4.9677e-05,             4.9677e-05,             4.9677e-05
                    149,                 0.7537,                 0.3819,                 1.0095,                0.91694,                0.86432,                0.92448,                0.65586,                 1.1482,                0.56902,                   1.32,             3.8674e-05,             3.8674e-05,             3.8674e-05
                    150,                0.75667,                0.38121,                 1.0122,                0.91803,                0.86913,                0.92493,                  0.656,                 1.1494,                0.56792,                  1.321,             2.7672e-05,             2.7672e-05,             2.7672e-05
